CpG_chrm	CpG_beg	CpG_end	beta
chr14	35347630.0	35347632.0	0.52
chr14	35408568.0	35408570.0	0.55
chr14	35408688.0	35408690.0	0.65
chr14	35409082.0	35409084.0	0.88
chr14	35409640.0	35409642.0	0.89
chr14	35447883.0	35447885.0	0.02
chr14	35450691.0	35450693.0	0.1
chr14	35451555.0	35451557.0	0.08
chr14	35451792.0	35451794.0	0.08
chr14	35451806.0	35451808.0	0.08
chr14	35451913.0	35451915.0	0.06
chr14	35451934.0	35451936.0	0.01
chr14	35451961.0	35451963.0	0.1
chr14	35451964.0	35451966.0	0.07
chr14	35451983.0	35451985.0	0.03
chr14	35452045.0	35452047.0	0.02
chr14	35452109.0	35452111.0	0.02
chr14	35452175.0	35452177.0	0.22
chr14	35452352.0	35452354.0	0.95
chr14	35452419.0	35452421.0	0.93
chr14	35452440.0	35452442.0	0.07
chr14	35452601.0	35452603.0	0.01
chr14	35495535.0	35495537.0	0.01
chr14	35498489.0	35498491.0	0.01
chr14	35512366.0	35512368.0	0.01
chr14	35514332.0	35514334.0	0.14
chr14	35515115.0	35515117.0	0.01
chr14	35515290.0	35515292.0	0.06
chr14	35515355.0	35515357.0	0.04
chr14	35515413.0	35515415.0	0.04
chr14	35515857.0	35515859.0	0.05
chr14	35516282.0	35516284.0	0.04
chr14	35540925.0	35540927.0	0.06
chr14	35587749.0	35587751.0	0.93
chr14	35589333.0	35589335.0	0.05
chr14	35591251.0	35591253.0	0.05
chr14	35591472.0	35591474.0	0.04
chr14	35591522.0	35591524.0	0.14
chr14	35591571.0	35591573.0	0.03
chr14	35591624.0	35591626.0	0.07
chr14	35591694.0	35591696.0	0.07
chr14	35591778.0	35591780.0	0.02
chr14	35591780.0	35591782.0	0.04
chr14	35591839.0	35591841.0	0.76
chr14	35591950.0	35591952.0	0.6
chr14	35592115.0	35592117.0	0.63
chr14	35594355.0	35594357.0	0.59
chr14	35629310.0	35629312.0	0.67
chr14	35683833.0	35683835.0	0.4
chr14	35757440.0	35757442.0	0.55
chr14	35761326.0	35761328.0	0.03
chr14	35761400.0	35761402.0	0.64
chr14	35761419.0	35761421.0	0.22
chr14	35761550.0	35761552.0	0.71
chr14	35761632.0	35761634.0	0.7
chr14	35761688.0	35761690.0	0.7
chr14	35761830.0	35761832.0	0.29
chr14	35786536.0	35786538.0	0.73
chr14	35805897.0	35805899.0	0.31
chr14	35810886.0	35810888.0	0.4
chr14	35822553.0	35822555.0	0.45
chr14	35832309.0	35832311.0	0.92
chr14	35835510.0	35835512.0	0.92
chr14	35838884.0	35838886.0	0.7
chr14	35838976.0	35838978.0	0.48
chr14	35841402.0	35841404.0	0.42
chr14	35854011.0	35854013.0	0.55
chr14	35867514.0	35867516.0	0.74
chr14	35870183.0	35870185.0	0.05
chr14	35871714.0	35871716.0	0.02
chr14	35871953.0	35871955.0	0.05
chr14	35872392.0	35872394.0	0.1
chr14	35872874.0	35872876.0	0.01
chr14	35873274.0	35873276.0	0.07
chr14	35873391.0	35873393.0	0.37
chr14	35873682.0	35873684.0	0.37
chr14	35873966.0	35873968.0	0.6
chr14	35874012.0	35874014.0	0.13
chr14	35874024.0	35874026.0	0.04
chr14	35874153.0	35874155.0	0.1
chr14	35874176.0	35874178.0	0.02
chr14	35874340.0	35874342.0	0.07
chr14	35874352.0	35874354.0	0.28
chr14	35876446.0	35876448.0	0.38
chr14	35999001.0	35999003.0	0.4
chr14	36002440.0	36002442.0	0.15
chr14	36002797.0	36002799.0	0.08
chr14	36002850.0	36002852.0	0.1
chr14	36002859.0	36002861.0	0.08
chr14	36003180.0	36003182.0	0.06
chr14	36003200.0	36003202.0	0.06
chr14	36003207.0	36003209.0	0.03
chr14	36003210.0	36003212.0	0.18
chr14	36003366.0	36003368.0	0.02
chr14	36003442.0	36003444.0	0.06
chr14	36003448.0	36003450.0	0.01
chr14	36003527.0	36003529.0	0.03
chr14	36003740.0	36003742.0	0.32
chr14	36003825.0	36003827.0	0.56
chr14	36004096.0	36004098.0	0.61
chr14	36004141.0	36004143.0	0.5
chr14	36004682.0	36004684.0	0.34
chr14	36005163.0	36005165.0	0.04
chr14	36007384.0	36007386.0	0.14
chr14	36009108.0	36009110.0	0.02
chr14	36101126.0	36101128.0	0.45
chr14	36157802.0	36157804.0	0.02
chr14	36274048.0	36274050.0	0.27
chr14	36277473.0	36277475.0	0.16
chr14	36277893.0	36277895.0	0.45
chr14	36278046.0	36278048.0	0.56
chr14	36278483.0	36278485.0	0.05
chr14	36278494.0	36278496.0	0.07
chr14	36278528.0	36278530.0	0.01
chr14	36278531.0	36278533.0	0.05
chr14	36278567.0	36278569.0	0.01
chr14	36278606.0	36278608.0	0.05
chr14	36288986.0	36288988.0	0.03
chr14	36289034.0	36289036.0	0.03
chr14	36289147.0	36289149.0	0.04
chr14	36294658.0	36294660.0	0.11
chr14	36295256.0	36295258.0	0.05
chr14	36295484.0	36295486.0	0.03
chr14	36295507.0	36295509.0	0.02
chr14	36295584.0	36295586.0	0.01
chr14	36295589.0	36295591.0	0.03
chr14	36295650.0	36295652.0	0.05
chr14	36295669.0	36295671.0	0.02
chr14	36295712.0	36295714.0	0.04
chr14	36296021.0	36296023.0	0.39
chr14	36296267.0	36296269.0	0.43
chr14	36340756.0	36340758.0	0.49
chr14	36347702.0	36347704.0	0.04
chr14	36350270.0	36350272.0	0.91
chr14	36353104.0	36353106.0	0.78
chr14	36353533.0	36353535.0	0.8
chr14	36402333.0	36402335.0	0.21
chr14	36416166.0	36416168.0	0.95
chr14	36467321.0	36467323.0	0.9
chr14	36563445.0	36563447.0	0.9
chr14	36598277.0	36598279.0	0.3
chr14	36684552.0	36684554.0	0.5
chr14	36691115.0	36691117.0	0.29
chr14	36693237.0	36693239.0	0.53
chr14	36695420.0	36695422.0	0.46
chr14	36708507.0	36708509.0	0.34
chr14	36711181.0	36711183.0	0.47
chr14	36741644.0	36741646.0	0.28
chr14	36765886.0	36765888.0	0.47
chr14	36783434.0	36783436.0	0.42
chr14	36789487.0	36789489.0	0.5
chr14	36789690.0	36789692.0	0.62
chr14	36789809.0	36789811.0	0.7
chr14	36789885.0	36789887.0	0.47
chr14	36892905.0	36892907.0	0.47
chr14	36899947.0	36899949.0	0.2
chr14	36910310.0	36910312.0	0.24
chr14	36942998.0	36943000.0	0.09
chr14	36973203.0	36973205.0	0.17
chr14	36973364.0	36973366.0	0.23
chr14	36973482.0	36973484.0	0.26
chr14	36973690.0	36973692.0	0.2
chr14	36974522.0	36974524.0	0.41
chr14	36974799.0	36974801.0	0.48
chr14	36974928.0	36974930.0	0.44
chr14	36974967.0	36974969.0	0.26
chr14	36975262.0	36975264.0	0.26
chr14	36975401.0	36975403.0	0.35
chr14	36976427.0	36976429.0	0.41
chr14	36977518.0	36977520.0	0.48
chr14	36977817.0	36977819.0	0.76
chr14	36977900.0	36977902.0	0.74
chr14	36978632.0	36978634.0	0.31
chr14	36979757.0	36979759.0	0.06
chr14	36983170.0	36983172.0	0.26
chr14	36983403.0	36983405.0	0.26
chr14	36983948.0	36983950.0	0.21
chr14	36985062.0	36985064.0	0.23
chr14	36985904.0	36985906.0	0.45
chr14	36986362.0	36986364.0	0.01
chr14	36986584.0	36986586.0	0.02
chr14	36986995.0	36986997.0	0.04
chr14	36987300.0	36987302.0	0.02
chr14	36987407.0	36987409.0	0.01
chr14	36987721.0	36987723.0	0.01
chr14	36988216.0	36988218.0	0.03
chr14	36988442.0	36988444.0	0.32
chr14	36988445.0	36988447.0	0.4
chr14	36988777.0	36988779.0	0.73
chr14	36988804.0	36988806.0	0.64
chr14	36988853.0	36988855.0	0.91
chr14	36989286.0	36989288.0	0.05
chr14	36989289.0	36989291.0	0.09
chr14	36989403.0	36989405.0	0.08
chr14	36989549.0	36989551.0	0.02
chr14	36989587.0	36989589.0	0.05
chr14	36989849.0	36989851.0	0.01
chr14	36989921.0	36989923.0	0.01
chr14	36989935.0	36989937.0	0.09
chr14	36990143.0	36990145.0	0.05
chr14	36990429.0	36990431.0	0.03
chr14	36990533.0	36990535.0	0.05
chr14	36991033.0	36991035.0	0.96
chr14	36991100.0	36991102.0	0.94
chr14	36992000.0	36992002.0	0.82
chr14	36992232.0	36992234.0	0.6
chr14	36992786.0	36992788.0	0.52
chr14	36993078.0	36993080.0	0.43
chr14	36993516.0	36993518.0	0.57
chr14	36993830.0	36993832.0	0.49
chr14	36994152.0	36994154.0	0.73
chr14	36994455.0	36994457.0	0.87
chr14	36994905.0	36994907.0	0.62
chr14	36995008.0	36995010.0	0.77
chr14	36997866.0	36997868.0	0.79
chr14	37013716.0	37013718.0	0.65
chr14	37045641.0	37045643.0	0.16
chr14	37049090.0	37049092.0	0.06
chr14	37049298.0	37049300.0	0.02
chr14	37049564.0	37049566.0	0.01
chr14	37049892.0	37049894.0	0.1
chr14	37050402.0	37050404.0	0.06
chr14	37050454.0	37050456.0	0.02
chr14	37050690.0	37050692.0	0.05
chr14	37051416.0	37051418.0	0.63
chr14	37051692.0	37051694.0	0.29
chr14	37051702.0	37051704.0	0.67
chr14	37051776.0	37051778.0	0.4
chr14	37051862.0	37051864.0	0.94
chr14	37051872.0	37051874.0	0.4
chr14	37051901.0	37051903.0	0.93
chr14	37051948.0	37051950.0	0.82
chr14	37052469.0	37052471.0	0.73
chr14	37052667.0	37052669.0	0.94
chr14	37052770.0	37052772.0	0.72
chr14	37053162.0	37053164.0	0.51
chr14	37053168.0	37053170.0	0.66
chr14	37053330.0	37053332.0	0.55
chr14	37053600.0	37053602.0	0.78
chr14	37053663.0	37053665.0	0.71
chr14	37053688.0	37053690.0	0.87
chr14	37054508.0	37054510.0	0.33
chr14	37056457.0	37056459.0	0.07
chr14	37058255.0	37058257.0	0.71
chr14	37059656.0	37059658.0	0.8
chr14	37069790.0	37069792.0	0.86
chr14	37075526.0	37075528.0	0.38
chr14	37113176.0	37113178.0	0.88
chr14	37116120.0	37116122.0	0.92
chr14	37116366.0	37116368.0	0.35
chr14	37116407.0	37116409.0	0.43
chr14	37116923.0	37116925.0	0.36
chr14	37117017.0	37117019.0	0.45
chr14	37117374.0	37117376.0	0.82
chr14	37117408.0	37117410.0	0.8
chr14	37117757.0	37117759.0	0.66
chr14	37117861.0	37117863.0	0.76
chr14	37121259.0	37121261.0	0.34
chr14	37123677.0	37123679.0	0.27
chr14	37123777.0	37123779.0	0.66
chr14	37124017.0	37124019.0	0.6
chr14	37124062.0	37124064.0	0.17
chr14	37124246.0	37124248.0	0.12
chr14	37124312.0	37124314.0	0.01
chr14	37124433.0	37124435.0	0.08
chr14	37125003.0	37125005.0	0.01
chr14	37125154.0	37125156.0	0.09
chr14	37125291.0	37125293.0	0.34
chr14	37125429.0	37125431.0	0.66
chr14	37125530.0	37125532.0	0.83
chr14	37125678.0	37125680.0	0.88
chr14	37125767.0	37125769.0	0.91
chr14	37125871.0	37125873.0	0.98
chr14	37125913.0	37125915.0	0.95
chr14	37125996.0	37125998.0	0.97
chr14	37126282.0	37126284.0	0.89
chr14	37126581.0	37126583.0	0.59
chr14	37126901.0	37126903.0	0.51
chr14	37127274.0	37127276.0	0.92
chr14	37127670.0	37127672.0	0.78
chr14	37127873.0	37127875.0	0.98
chr14	37128010.0	37128012.0	0.97
chr14	37128377.0	37128379.0	0.64
chr14	37128585.0	37128587.0	0.99
chr14	37128789.0	37128791.0	0.68
chr14	37129341.0	37129343.0	0.19
chr14	37129601.0	37129603.0	0.68
chr14	37130211.0	37130213.0	0.58
chr14	37130296.0	37130298.0	0.58
chr14	37130312.0	37130314.0	0.69
chr14	37130761.0	37130763.0	0.92
chr14	37131007.0	37131009.0	0.04
chr14	37131328.0	37131330.0	0.01
chr14	37131554.0	37131556.0	0.01
chr14	37131600.0	37131602.0	0.1
chr14	37131997.0	37131999.0	0.04
chr14	37132290.0	37132292.0	0.11
chr14	37132664.0	37132666.0	0.2
chr14	37132763.0	37132765.0	0.32
chr14	37132773.0	37132775.0	0.9
chr14	37133115.0	37133117.0	0.86
chr14	37133167.0	37133169.0	0.02
chr14	37133284.0	37133286.0	0.07
chr14	37133713.0	37133715.0	0.08
chr14	37135383.0	37135385.0	0.02
chr14	37135434.0	37135436.0	0.03
chr14	37135585.0	37135587.0	0.09
chr14	37135670.0	37135672.0	0.95
chr14	37136282.0	37136284.0	0.68
chr14	37136390.0	37136392.0	0.88
chr14	37146462.0	37146464.0	0.38
chr14	37147386.0	37147388.0	0.44
chr14	37153890.0	37153892.0	0.19
chr14	37153904.0	37153906.0	0.37
chr14	37186180.0	37186182.0	0.14
chr14	37295793.0	37295795.0	0.9
chr14	37326056.0	37326058.0	0.95
chr14	37412977.0	37412979.0	0.93
chr14	37457548.0	37457550.0	0.96
chr14	37506087.0	37506089.0	0.93
chr14	37530474.0	37530476.0	0.5
chr14	37558603.0	37558605.0	0.82
chr14	37638477.0	37638479.0	0.63
chr14	37640246.0	37640248.0	0.04
chr14	37640454.0	37640456.0	0.02
chr14	37641133.0	37641135.0	0.08
chr14	37641190.0	37641192.0	0.01
chr14	37641260.0	37641262.0	0.05
chr14	37641435.0	37641437.0	0.02
chr14	37641461.0	37641463.0	0.03
chr14	37641599.0	37641601.0	0.25
chr14	37641659.0	37641661.0	0.91
chr14	37641963.0	37641965.0	0.67
chr14	37644674.0	37644676.0	0.93
chr14	37664087.0	37664089.0	0.7
chr14	37666809.0	37666811.0	0.86
chr14	37666919.0	37666921.0	0.2
chr14	37666930.0	37666932.0	0.54
chr14	37666993.0	37666995.0	0.3
chr14	37667229.0	37667231.0	0.35
chr14	37667260.0	37667262.0	0.53
chr14	37670819.0	37670821.0	0.93
chr14	37773864.0	37773866.0	0.95
chr14	37825966.0	37825968.0	0.05
chr14	38031239.0	38031241.0	0.02
chr14	38052739.0	38052741.0	0.02
chr14	38052883.0	38052885.0	0.01
chr14	38053307.0	38053309.0	0.0
chr14	38053377.0	38053379.0	0.05
chr14	38053598.0	38053600.0	0.09
chr14	38053725.0	38053727.0	0.02
chr14	38054164.0	38054166.0	0.23
chr14	38054296.0	38054298.0	0.06
chr14	38054758.0	38054760.0	0.66
chr14	38057471.0	38057473.0	0.88
chr14	38057751.0	38057753.0	0.92
chr14	38057892.0	38057894.0	0.97
chr14	38058242.0	38058244.0	0.9
chr14	38058262.0	38058264.0	0.95
chr14	38058283.0	38058285.0	0.93
chr14	38058638.0	38058640.0	0.04
chr14	38060563.0	38060565.0	0.87
chr14	38060856.0	38060858.0	0.95
chr14	38061325.0	38061327.0	0.85
chr14	38061457.0	38061459.0	0.94
chr14	38061987.0	38061989.0	0.95
chr14	38063563.0	38063565.0	0.2
chr14	38063812.0	38063814.0	0.12
chr14	38064111.0	38064113.0	0.04
chr14	38064455.0	38064457.0	0.02
chr14	38064489.0	38064491.0	0.04
chr14	38064492.0	38064494.0	0.46
chr14	38064512.0	38064514.0	0.43
chr14	38064531.0	38064533.0	0.51
chr14	38064848.0	38064850.0	0.05
chr14	38065126.0	38065128.0	0.03
chr14	38065200.0	38065202.0	0.03
chr14	38065302.0	38065304.0	0.02
chr14	38065434.0	38065436.0	0.06
chr14	38065581.0	38065583.0	0.93
chr14	38066872.0	38066874.0	0.95
chr14	38067218.0	38067220.0	0.04
chr14	38067621.0	38067623.0	0.05
chr14	38067741.0	38067743.0	0.02
chr14	38067964.0	38067966.0	0.03
chr14	38068339.0	38068341.0	0.01
chr14	38068552.0	38068554.0	0.05
chr14	38068589.0	38068591.0	0.01
chr14	38068607.0	38068609.0	0.04
chr14	38068751.0	38068753.0	0.01
chr14	38068754.0	38068756.0	0.04
chr14	38068857.0	38068859.0	0.06
chr14	38069000.0	38069002.0	0.02
chr14	38069078.0	38069080.0	0.02
chr14	38069205.0	38069207.0	0.04
chr14	38069638.0	38069640.0	0.01
chr14	38071284.0	38071286.0	0.01
chr14	38071337.0	38071339.0	0.04
chr14	38071392.0	38071394.0	0.78
chr14	38071767.0	38071769.0	0.78
chr14	38071967.0	38071969.0	0.84
chr14	38072400.0	38072402.0	0.06
chr14	38072497.0	38072499.0	0.04
chr14	38077864.0	38077866.0	0.03
chr14	38080047.0	38080049.0	0.05
chr14	38080239.0	38080241.0	0.03
chr14	38080313.0	38080315.0	0.02
chr14	38080445.0	38080447.0	0.01
chr14	38080668.0	38080670.0	0.08
chr14	38080903.0	38080905.0	0.04
chr14	38083826.0	38083828.0	0.04
chr14	38087604.0	38087606.0	0.04
chr14	38091399.0	38091401.0	0.9
chr14	38091469.0	38091471.0	0.92
chr14	38091823.0	38091825.0	0.53
chr14	38091925.0	38091927.0	0.65
chr14	38092079.0	38092081.0	0.01
chr14	38092174.0	38092176.0	0.09
chr14	38092844.0	38092846.0	0.02
chr14	38095080.0	38095082.0	0.27
chr14	38119404.0	38119406.0	0.04
chr14	38217807.0	38217809.0	0.38
chr14	38241729.0	38241731.0	0.6
chr14	38263140.0	38263142.0	0.62
chr14	38279063.0	38279065.0	0.39
chr14	38340163.0	38340165.0	0.3
chr14	38363537.0	38363539.0	0.44
chr14	38371656.0	38371658.0	0.49
chr14	38371921.0	38371923.0	0.47
chr14	38400114.0	38400116.0	0.31
chr14	38401511.0	38401513.0	0.37
chr14	38472011.0	38472013.0	0.44
chr14	38511542.0	38511544.0	0.44
chr14	38517283.0	38517285.0	0.35
chr14	38590627.0	38590629.0	0.43
chr14	38605531.0	38605533.0	0.62
chr14	38634731.0	38634733.0	0.37
chr14	38668540.0	38668542.0	0.25
chr14	38674558.0	38674560.0	0.25
chr14	38676864.0	38676866.0	0.09
chr14	38677094.0	38677096.0	0.07
chr14	38677164.0	38677166.0	0.16
chr14	38677217.0	38677219.0	0.3
chr14	38677294.0	38677296.0	0.23
chr14	38677533.0	38677535.0	0.42
chr14	38677775.0	38677777.0	0.69
chr14	38678419.0	38678421.0	0.05
chr14	38678536.0	38678538.0	0.04
chr14	38678544.0	38678546.0	0.4
chr14	38678923.0	38678925.0	0.26
chr14	38679642.0	38679644.0	0.2
chr14	38679951.0	38679953.0	0.49
chr14	38724254.0	38724256.0	0.43
chr14	38724647.0	38724649.0	0.06
chr14	38724674.0	38724676.0	0.03
chr14	38724944.0	38724946.0	0.48
chr14	38725311.0	38725313.0	0.83
chr14	38725649.0	38725651.0	0.41
chr14	38725655.0	38725657.0	0.07
chr14	38725709.0	38725711.0	0.03
chr14	38726188.0	38726190.0	0.32
chr14	38727013.0	38727015.0	0.27
chr14	38728931.0	38728933.0	0.05
chr14	38876824.0	38876826.0	0.25
chr14	38992658.0	38992660.0	0.39
chr14	39308078.0	39308080.0	0.36
chr14	39308880.0	39308882.0	0.15
chr14	39474656.0	39474658.0	0.33
chr14	39486638.0	39486640.0	0.33
chr14	39511765.0	39511767.0	0.1
chr14	39519325.0	39519327.0	0.6
chr14	39569533.0	39569535.0	0.18
chr14	39572201.0	39572203.0	0.05
chr14	39572298.0	39572300.0	0.2
chr14	39572394.0	39572396.0	0.05
chr14	39572488.0	39572490.0	0.17
chr14	39572561.0	39572563.0	0.3
chr14	39572993.0	39572995.0	0.13
chr14	39573005.0	39573007.0	0.54
chr14	39573918.0	39573920.0	0.3
chr14	39575912.0	39575914.0	0.08
chr14	39579504.0	39579506.0	0.53
chr14	39582409.0	39582411.0	0.31
chr14	39583275.0	39583277.0	0.27
chr14	39583429.0	39583431.0	0.51
chr14	39583458.0	39583460.0	0.37
chr14	39583512.0	39583514.0	0.5
chr14	39583546.0	39583548.0	0.33
chr14	39583769.0	39583771.0	0.18
chr14	39583829.0	39583831.0	0.42
chr14	39605656.0	39605658.0	0.41
chr14	39619461.0	39619463.0	0.3
chr14	39639030.0	39639032.0	0.33
chr14	39639233.0	39639235.0	0.26
chr14	39639366.0	39639368.0	0.32
chr14	39639446.0	39639448.0	0.4
chr14	39639502.0	39639504.0	0.4
chr14	39639573.0	39639575.0	0.37
chr14	39639589.0	39639591.0	0.22
chr14	39639761.0	39639763.0	0.33
chr14	39639846.0	39639848.0	0.45
chr14	39640417.0	39640419.0	0.31
chr14	39643267.0	39643269.0	0.46
chr14	39644018.0	39644020.0	0.42
chr14	39644157.0	39644159.0	0.4
chr14	39644185.0	39644187.0	0.25
chr14	39644344.0	39644346.0	0.44
chr14	39644416.0	39644418.0	0.31
chr14	39644429.0	39644431.0	0.16
chr14	39644623.0	39644625.0	0.35
chr14	39644713.0	39644715.0	0.38
chr14	39644869.0	39644871.0	0.29
chr14	39644875.0	39644877.0	0.43
chr14	39645333.0	39645335.0	0.59
chr14	39648414.0	39648416.0	0.72
chr14	39702921.0	39702923.0	0.53
chr14	39703301.0	39703303.0	0.28
chr14	39706680.0	39706682.0	0.41
chr14	39734963.0	39734965.0	0.56
chr14	39736172.0	39736174.0	0.91
chr14	39736237.0	39736239.0	0.81
chr14	39736464.0	39736466.0	0.55
chr14	39736720.0	39736722.0	0.23
chr14	39736834.0	39736836.0	0.4
chr14	39792754.0	39792756.0	0.05
chr14	39856159.0	39856161.0	0.03
chr14	39856195.0	39856197.0	0.03
chr14	39897649.0	39897651.0	0.01
chr14	39900383.0	39900385.0	0.01
chr14	39900676.0	39900678.0	0.07
chr14	39900723.0	39900725.0	0.01
chr14	39901327.0	39901329.0	0.07
chr14	39901330.0	39901332.0	0.1
chr14	39901507.0	39901509.0	0.67
chr14	39901756.0	39901758.0	0.56
chr14	39901814.0	39901816.0	0.96
chr14	39901845.0	39901847.0	0.25
chr14	39901918.0	39901920.0	0.03
chr14	39901949.0	39901951.0	0.04
chr14	39902003.0	39902005.0	0.09
chr14	39902972.0	39902974.0	0.08
chr14	39904415.0	39904417.0	0.11
chr14	39904442.0	39904444.0	0.02
chr14	39961217.0	39961219.0	0.09
chr14	40059315.0	40059317.0	0.03
chr14	40142516.0	40142518.0	0.06
chr14	40242231.0	40242233.0	0.02
chr14	40337189.0	40337191.0	0.01
chr14	40348788.0	40348790.0	0.03
chr14	40685770.0	40685772.0	0.96
chr14	40685907.0	40685909.0	0.89
chr14	40686258.0	40686260.0	0.8
chr14	40686340.0	40686342.0	0.69
chr14	40817564.0	40817566.0	0.79
chr14	40832308.0	40832310.0	0.96
chr14	40887311.0	40887313.0	0.92
chr14	41099125.0	41099127.0	0.92
chr14	41228704.0	41228706.0	0.04
chr14	41423838.0	41423840.0	0.07
chr14	41469305.0	41469307.0	0.05
chr14	41623576.0	41623578.0	0.04
chr14	41623628.0	41623630.0	0.02
chr14	41623853.0	41623855.0	0.09
chr14	41684217.0	41684219.0	0.12
chr14	41771256.0	41771258.0	0.01
chr14	42067175.0	42067177.0	0.05
chr14	42073790.0	42073792.0	0.27
chr14	42074502.0	42074504.0	0.55
chr14	42074634.0	42074636.0	0.95
chr14	42074885.0	42074887.0	0.5
chr14	42075405.0	42075407.0	0.52
chr14	42075553.0	42075555.0	0.74
chr14	42075663.0	42075665.0	0.42
chr14	42075759.0	42075761.0	0.75
chr14	42075809.0	42075811.0	0.68
chr14	42075864.0	42075866.0	0.87
chr14	42075974.0	42075976.0	0.16
chr14	42076491.0	42076493.0	0.21
chr14	42076709.0	42076711.0	0.5
chr14	42076756.0	42076758.0	0.76
chr14	42076758.0	42076760.0	0.46
chr14	42077060.0	42077062.0	0.45
chr14	42077326.0	42077328.0	0.52
chr14	42077673.0	42077675.0	0.61
chr14	42078341.0	42078343.0	0.61
chr14	42078900.0	42078902.0	0.11
chr14	42079130.0	42079132.0	0.05
chr14	42079245.0	42079247.0	0.06
chr14	42091069.0	42091071.0	0.01
chr14	42167483.0	42167485.0	0.04
chr14	42168353.0	42168355.0	0.1
chr14	42300131.0	42300133.0	0.12
chr14	42582754.0	42582756.0	0.72
chr14	42683573.0	42683575.0	0.67
chr14	43123080.0	43123082.0	0.03
chr14	43277316.0	43277318.0	0.01
chr14	43428299.0	43428301.0	0.04
chr14	43531703.0	43531705.0	0.02
chr14	43531718.0	43531720.0	0.05
chr14	43653105.0	43653107.0	0.08
chr14	43723009.0	43723011.0	0.04
chr14	43940959.0	43940961.0	0.04
chr14	43950070.0	43950072.0	0.02
chr14	43972222.0	43972224.0	0.09
chr14	44002154.0	44002156.0	0.05
chr14	44002337.0	44002339.0	0.94
chr14	44004436.0	44004438.0	0.84
chr14	44004545.0	44004547.0	0.87
chr14	44224265.0	44224267.0	0.88
chr14	44249394.0	44249396.0	0.37
chr14	44408338.0	44408340.0	0.34
chr14	44408472.0	44408474.0	0.25
chr14	44418807.0	44418809.0	0.32
chr14	44853951.0	44853953.0	0.3
chr14	44976232.0	44976234.0	0.04
chr14	44976456.0	44976458.0	0.18
chr14	45071624.0	45071626.0	0.03
chr14	45133023.0	45133025.0	0.65
chr14	45247592.0	45247594.0	0.92
chr14	45267630.0	45267632.0	0.98
chr14	45267996.0	45267998.0	0.98
chr14	45353677.0	45353679.0	0.9
chr14	45356184.0	45356186.0	0.85
chr14	45356232.0	45356234.0	0.89
chr14	45356606.0	45356608.0	0.8
chr14	45356672.0	45356674.0	0.98
chr14	45356796.0	45356798.0	0.96
chr14	45356891.0	45356893.0	0.81
chr14	45357075.0	45357077.0	0.81
chr14	45360219.0	45360221.0	0.74
chr14	45362945.0	45362947.0	0.74
chr14	45365650.0	45365652.0	0.78
chr14	45366115.0	45366117.0	0.03
chr14	45366329.0	45366331.0	0.09
chr14	45366362.0	45366364.0	0.05
chr14	45366387.0	45366389.0	0.05
chr14	45366411.0	45366413.0	0.01
chr14	45366417.0	45366419.0	0.05
chr14	45366563.0	45366565.0	0.0
chr14	45366797.0	45366799.0	0.12
chr14	45367106.0	45367108.0	0.04
chr14	45367689.0	45367691.0	0.03
chr14	45368281.0	45368283.0	0.93
chr14	45369182.0	45369184.0	0.95
chr14	45369476.0	45369478.0	0.26
chr14	45369478.0	45369480.0	0.21
chr14	45381238.0	45381240.0	0.66
chr14	45397841.0	45397843.0	0.19
chr14	45415113.0	45415115.0	0.35
chr14	45429448.0	45429450.0	0.8
chr14	45430511.0	45430513.0	0.51
chr14	45430817.0	45430819.0	0.32
chr14	45431074.0	45431076.0	0.33
chr14	45431187.0	45431189.0	0.55
chr14	45431296.0	45431298.0	0.38
chr14	45431353.0	45431355.0	0.85
chr14	45431382.0	45431384.0	0.74
chr14	45431485.0	45431487.0	0.96
chr14	45431582.0	45431584.0	0.96
chr14	45431684.0	45431686.0	0.98
chr14	45431794.0	45431796.0	0.95
chr14	45431884.0	45431886.0	0.49
chr14	45432308.0	45432310.0	0.02
chr14	45432457.0	45432459.0	0.07
chr14	45432515.0	45432517.0	0.07
chr14	45549963.0	45549965.0	0.04
chr14	45552677.0	45552679.0	0.04
chr14	45552787.0	45552789.0	0.03
chr14	45552861.0	45552863.0	0.03
chr14	45553113.0	45553115.0	0.07
chr14	45553262.0	45553264.0	0.01
chr14	45553407.0	45553409.0	0.01
chr14	45553463.0	45553465.0	0.94
chr14	45557068.0	45557070.0	0.96
chr14	45579156.0	45579158.0	0.9
chr14	45579560.0	45579562.0	0.08
chr14	45579846.0	45579848.0	0.01
chr14	45584785.0	45584787.0	0.01
chr14	45600559.0	45600561.0	0.03
chr14	45603066.0	45603068.0	0.05
chr14	45603384.0	45603386.0	0.01
chr14	45603517.0	45603519.0	0.05
chr14	45603666.0	45603668.0	0.06
chr14	45603675.0	45603677.0	0.01
chr14	45603777.0	45603779.0	0.13
chr14	45603803.0	45603805.0	0.92
chr14	45603840.0	45603842.0	0.93
chr14	45603863.0	45603865.0	0.95
chr14	45605001.0	45605003.0	0.04
chr14	45605026.0	45605028.0	0.03
chr14	45605086.0	45605088.0	0.12
chr14	45605120.0	45605122.0	0.03
chr14	45605128.0	45605130.0	0.04
chr14	45605171.0	45605173.0	0.08
chr14	45605473.0	45605475.0	0.08
chr14	45605531.0	45605533.0	0.96
chr14	45607330.0	45607332.0	0.91
chr14	45608105.0	45608107.0	0.86
